id,original_title,original_language
10513,Plan 9 from Outer Space,en
28966,Wings,en
65203,The Broadway Melody,en
143,All Quiet on the Western Front,en
42861,Cimarron,en
33680,Grand Hotel,en
56164,Cavalcade,en
12311,Mutiny on the Bounty,en
43277,The Great Ziegfeld,en
43278,The Life of Emile Zola,en
34106,You Can't Take It With You,en
43266,How Green Was My Valley,en
27367,Mrs. Miniver,en
17661,Going My Way,en
28580,The Lost Weekend,en
887,The Best Years of Our Lives,en
33667,Gentleman's Agreement,en
23383,Hamlet,en
25430,All the King's Men,en
27191,The Greatest Show on Earth,en
11426,From Here to Eternity,en
654,On the Waterfront,en
15919,Marty,en
1725,West Side Story,en
5769,Tom Jones,en
874,A Man for All Seasons,en
10633,In the Heat of the Night,en
17917,Oliver!,en
3116,Midnight Cowboy,en
1051,The French Connection,en
1366,Rocky,en
12102,Kramer vs. Kramer,en
16619,Ordinary People,en
9443,Chariots of Fire,en
11050,Terms of Endearment,en
606,Out of Africa,en
746,The Last Emperor,en
380,Rain Man,en
403,Driving Miss Daisy,en
11485,Take the Money and Run,en
466,Klute,en
13820,Repo Man,en
15389,Metropolitan,en
13597,Labyrinth,en
2108,The Breakfast Club,en
10014,A Nightmare on Elm Street Part 2: Freddy's Revenge,en
10072,A Nightmare on Elm Street 3: Dream Warriors,en
10131,A Nightmare on Elm Street 4: The Dream Master,en
10160,A Nightmare on Elm Street 5: The Dream Child,en
11284,Freddy's Dead: The Final Nightmare,en
4488,Friday the 13th,en
9725,Friday the 13th Part 2,en
9728,Friday the 13th Part III,en
9730,Friday the 13th: The Final Chapter,en
9731,Friday the 13th: A New Beginning,en
10225,Friday the 13th Part VI: Jason Lives,en
10281,Friday the 13th Part VII: The New Blood,en
10283,Friday the 13th Part VIII: Jason Takes Manhattan,en
948,Halloween,en
11281,Halloween II,en
10676,Halloween III: Season of the Witch,en
11357,Halloween 4: The Return of Michael Myers,en
11361,Halloween 5: The Revenge of Michael Myers,en
36599,Prom Night,en
39929,Hello Mary Lou: Prom Night II,en
41828,Prom Night III: The Last Kiss,en
41769,Prom Night IV: Deliver Us from Evil,en
10585,Child's Play,en
11186,Child's Play 2,en
11187,Child's Play 3,en
609,Poltergeist,en
11133,Poltergeist II: The Other Side,en
10306,Poltergeist III,en
9552,The Exorcist,en
11586,Exorcist II: The Heretic,en
11587,The Exorcist III,en
941,Lethal Weapon,en
942,Lethal Weapon 2,en
943,Lethal Weapon 3,en
927,Gremlins,en
928,Gremlins 2: The New Batch,en
9340,The Goonies,en
9342,The Mask of Zorro,en
38509,Polish Wedding,en
60033,This World Then the Fireworks,en
12101,Soylent Green,en
19,Metropolis,de
165,Back to the Future Part II,en
196,Back to the Future Part III,en
551,The Poseidon Adventure,en
16084,Freaky Friday,en
17984,The Absent-Minded Professor,en
22328,The Apple Dumpling Gang Rides Again,en
32611,Babes in Toyland,en
3170,Bambi,en
346,七人の侍,ja
859,Dangerous Liaisons,en
841,Dune,en
11051,The Last Temptation of Christ,en
242,The Godfather: Part III,en
1411,The Rapture,en
9769,Lolita,en
9424,Disturbing Behavior,en
9835,Jane Austen's Mafia!,en
857,Saving Private Ryan,en
17539,Billy's Hollywood Screen Kiss,en
44322,东宫西宫,zh
22777,The Million Dollar Duck,en
20173,The Barefoot Executive,en
10957,The Black Cauldron,en
9570,The Black Hole,en
16249,Blackbeard's Ghost,en
13962,Blank Check,en
14612,Candleshoe,en
19378,The Cat from Outer Space,en
65157,Cheetah,en
29228,The Computer Wore Tennis Shoes,en
19379,Condorman,en
11164,D2: The Mighty Ducks,en
18887,Darby O'Gill and the Little People,en
40866,The Devil and Max Devlin,en
24736,A Far Off Place,en
10122,Flight of the Navigator,en
24816,The Gnome-Mobile,en
9994,The Great Mouse Detective,en
25445,The Happiest Millionaire,en
12129,Herbie Goes Bananas,en
14140,Herbie Goes To Monte Carlo,en
10439,Hocus Pocus,en
11158,Honey I Blew Up the Kid,en
9354,Honey I Shrunk the Kids,en
28736,Hot Lead & Cold Feet,en
34774,In Search of the Castaways,en
37969,The Incredible Journey,en
9631,The Negotiator,en
9820,The Parent Trap,en
14013,BASEketball,en
36606,Full Tilt Boogie,en
96196,The Governess,en
98505,Le septième ciel,fr
1779,Roger & Me,en
10849,The Purple Rose of Cairo,en
678,Out of the Past,en
907,Doctor Zhivago,en
5961,Fanny och Alexander,sv
47908,The Trip to Bountiful,en
42121,Tender Mercies,en
2887,And the Band Played On,en
11974,The 'Burbs,en
20348,Fandango,en
26648,Il portiere di notte,en
11911,Mephisto,de
793,Blue Velvet,en
35144,The Journey of Natty Gann,en
9325,The Jungle Book,en
43037,Kidnapped,en
10340,Lady and the Tramp,en
10144,The Little Mermaid,en
10414,The Mighty Ducks,en
10437,The Muppet Christmas Carol,en
15300,Newsies,en
12230,One Hundred and One Dalmatians,en
13380,One Magic Christmas,en
10693,Peter Pan,en
11335,Popeye,en
11135,The Rescuers Down Under,en
11319,The Rescuers,en
14822,Return from Witch Mountain,en
15969,The Return of Jafar,en
13155,Return to Oz,en
10249,The Rocketeer,en
15943,The Shaggy D.A.,en
10882,Sleeping Beauty,en
24808,Something Wicked This Way Comes,en
19762,Son of Flubber,en
13850,Song of the South,en
2619,Splash,en
65158,Squanto: A Warrior's Tale,en
53565,Steamboat Willie,en
41841,Tall Tale,en
27332,Tex,en
97,Tron,en
10419,Swing Kids,en
11675,Halloween: H20,en
2107,L.A. Story,en
6471,The Jerk,en
9442,Dead Men Don't Wear Plaid,en
11591,The Man with Two Brains,en
13697,Grand Canyon,en
19158,Graveyard Shift,en
227,The Outsiders,en
87,Indiana Jones and the Temple of Doom,en
123,The Lord of the Rings,en
9314,Nineteen Eighty-Four,en
11336,The Dead Zone,en
9980,Maximum Overdrive,en
10657,Needful Things,en
10489,Cujo,en
10823,Children of the Corn,en
11497,All Dogs Go to Heaven,en
2907,The Addams Family,en
9454,EverAfter,en
8688,Snake Eyes,en
118452,First Love Last Rites,en
16155,Safe Men,en
48894,Die Salzmänner von Tibet,en
23954,Atlantic City,en
12761,Höstsonaten,sv
396,Who's Afraid of Virginia Woolf?,en
14367,Adventures in Babysitting,en
11814,Weird Science,en
16081,Doctor Dolittle,en
18331,The Nutty Professor,en
15171,Charlotte's Web,en
11837,Watership Down,en
11704,The Secret of NIMH,en
11639,The Dark Crystal,en
4978,An American Tail,en
10380,An American Tail: Fievel Goes West,en
11976,Legend,en
15144,Sixteen Candles,en
11522,Pretty in Pink,en
11557,St. Elmo's Fire,en
13853,The Clan of the Cave Bear,en
11415,House,en
37530,House II: The Second Story,en
8393,The Gods Must Be Crazy,en
11937,The Gods Must Be Crazy II,en
21661,Air Bud: Golden Receiver,en
9320,The Avengers,en
33644,How Stella Got Her Groove Back,en
14662,Slums of Beverly Hills,en
125124,Il testimone dello sposo,it
115872,La femme de chambre du Titanic,en
39930,Henry II Portrait of a Serial Killer,en
10692,Henry: Portrait of a Serial Killer,en
805,Rosemary's Baby,en
34584,The Neverending Story,en
34636,The Neverending Story II: The Next Chapter,en
2182,Attack of the Killer Tomatoes!,en
28070,Surf Nazis Must Die,en
77469,Your Friends & Neighbors,en
10278,Return to Paradise,en
36647,Blade,en
17915,Dance with Me,en
14557,Dead Man on Campus,en
9417,Wrongfully Accused,en
41469,Next Stop Wonderland,en
19381,Strike!,en
34637,The Navigator: A Medieval Odyssey,en
4011,Beetlejuice,en
161795,Déjà Vu,en
1580,Rope,en
5854,Family Plot,en
573,Frenzy,en
2370,Topaz,en
5780,Torn Curtain,en
506,Marnie,en
22527,The Wrong Man,en
574,The Man Who Knew Too Much,en
11219,The Trouble with Harry,en
30159,I Confess,en
845,Strangers on a Train,en
1978,Stage Fright,en
3682,54,en
51942,I Married a Strange Person!,en
46702,Why Do Fools Fall In Love,en
54795,Keep the Aspidistra Flying,en
46748,Regarde la Mer,fr
847,Willow,en
117,The Untouchables,en
14577,Dirty Work,en
37498,Knock Off,en
38621,Firelight,en
59138,Modulations,en
28047,Phoenix,en
4175,Under Capricorn,en
31667,The Paradine Case,en
13321,Lifeboat,en
21734,Shadow of a Doubt,en
31997,Saboteur,en
24197,Mr. & Mrs. Smith,en
11462,Suspicion,en
31995,Jamaica Inn,en
940,The Lady Vanishes,en
2762,Young and Innocent,en
12684,Sabotage,en
2761,Secret Agent,en
8208,The Man Who Knew Too Much,en
52907,Waltzes from Vienna,en
15007,Number Seventeen,en
36049,Rich and Strange,en
52748,The Skin Game,en
75793,Elstree Calling,en
47695,Juno and the Paycock,en
31930,Murder!,en
20213,The Manxman,en
543,Blackmail,en
36054,Champagne,en
143750,The Farmer's Wife,en
52782,Downhill,en
36055,Easy Virtue,en
36056,The Ring,en
2760,The Lodger: A Story of the London Fog,en
64398,The Pleasure Garden,de
10220,Rounders,en
431,Cube,en
31641,Digging to China,en
223318,Let's Talk About Sex,en
69848,One Man's Hero,en
22796,Simon Birch,en
22256,Without Limits,en
37550,Pasqualino Settebellezze,it
37916,Travolti da un insolito destino nell'azzurro mare d'agosto,it
21873,My Bodyguard,en
21500,Class,en
84116,Grandview U.S.A.,en
12626,Broadcast News,en
37818,The Allnighter,en
3525,Working Girl,en
129628,Stars & Bars,en
2321,Married to the Mob,en
2028,Say Anything...,en
16384,My Blue Heaven,en
91217,Men Don't Leave,en
77314,The Cabinet of Dr. Ramirez,fr
10699,Hero,en
11597,Toys,en
218624,Choices,en
47947,Young Doctors in Love,en
48311,Parasite,en
44772,No Small Affair,en
14347,Blame It on Rio,en
41090,Wisdom,en
18282,One Crazy Summer,en
18169,About Last Night...,en
11082,The Seventh Sign,en
5971,We're No Angels,en
11933,Nothing but Trouble,en
20096,The Butcher's Wife,en
30815,Mortal Thoughts,en
881,A Few Good Men,en
4478,Indecent Proposal,en
22318,Permanent Midnight,en
53113,One True Thing,en
2109,Rush Hour,en
122289,Lilian's Story,en
24746,Six-String Samurai,en
72987,A Soldier's Daughter Never Cries,it
193103,Somewhere in the City,en
8195,Ronin,en
9877,Urban Legend,en
26618,Clay Pigeons,en
21132,Monument Ave.,en
11855,Pecker,en
24016,The Sheltering Sky,en
14785,Bandit Queen,en
14794,If....,en
3486,The Fiendish Plot of Dr. Fu Manchu,en
11071,Them!,en
1091,The Thing,en
10403,The Player,en
11337,Stardust Memories,en
162,Edward Scissorhands,en
25723,Overnight Delivery,en
73351,Shadrach,en
8916,Antz,en
28134,The Impostors,en
9429,A Night at the Roxbury,en
12159,What Dreams May Come,en
27791,Strangeland,en
43106,The Battle of the Sexes,en
30197,The Producers,en
10156,History of the World: Part I,en
10377,My Cousin Vinny,en
3121,Nashville,en
4975,Love Is the Devil: Study for a Portrait of Francis Bacon,en
37532,Slam,en
9713,Holy Man,en
134368,One Tough Cop,en
85837,Detroit 9000,en
1039,Die Siebtelbauern,de
9821,The Mighty,en
4437,2010,en
1890,Children of a Lesser God,en
1955,The Elephant Man,en
39437,Beloved,en
11932,Bride of Chucky,en
6435,Practical Magic,en
108316,The Alarmist,en
10683,Happiness,en
63709,Reach The Rock,en
9445,Apt Pupil,en
2657,Pleasantville,en
9425,Soldier,en
32326,The Cruise,en
637,La vita è bella,it
8675,Orgazmo,en
125762,Shattered Image,en
20701,Tales from the Darkside: The Movie,en
9945,Vampires,en
73,American History X,en
18603,Hands on a Hard Body: The Documentary,en
46889,Living Out Loud,en
12888,Belly,en
3033,Gods and Monsters,en
9882,The Siege,en
10663,The Waterboy,en
4518,Elizabeth,en
1808,Velvet Goldmine,en
3600,I Still Know What You Did Last Summer,en
17037,I'll Be Home for Christmas,en
297,Meet Joe Black,en
5332,Dancing at Lughnasa,en
21589,Hard Core Logo,en
8336,The Naked Man,en
11893,Runaway Train,en
123056,Desert Bloom,en
12223,The Stepford Wives,en
32081,The Pope of Greenwich Village,en
14924,Sid & Nancy,en
10002,Mona Lisa,en
41817,Heart Condition,en
19426,Le notti di Cabiria,it
12560,The Big Chill,en
9798,Enemy of the State,en
14444,The Rugrats Movie,en
9487,A Bug's Life,en
9466,Celebrity,en
666,Central do Brasil,pt
2042,Savior,en
10162,Waking Ned,en
309,Festen,da
692,Pink Flamingos,en
24018,Glen or Glenda,en
1678,ゴジラ,ja
39256,Godzilla 1985,ja
1680,Kingu Kongu tai Gojira,ja
244,King Kong,en
10730,King Kong,en
31947,King Kong Lives,en
8130,Desperately Seeking Susan,en
11532,The Emerald Forest,en
9749,Fletch,en
14628,Fletch Lives,en
9626,Red Sonja,en
13698,Gung Ho,en
10466,The Money Pit,en
707,A View to a Kill,en
11954,Lifeforce,en
9336,Police Academy,en
10157,Police Academy 2: Their First Assignment,en
12118,Police Academy 3: Back in Training,en
10587,Police Academy 4: Citizens on Patrol,en
11825,Police Academy 5: Assignment Miami Beach,en
11895,Police Academy 6: City Under Siege,en
9447,Babe: Pig in the City,en
12257,Home Fries,en
37536,Ringmaster,en
10029,Very Bad Things,en
27104,Hamam,it
11252,Psycho,en
8545,Little Voice,en
10223,A Simple Plan,en
9745,Jack Frost,en
200,Star Trek: Insurrection,en
9837,The Prince of Egypt,en
11545,Rushmore,en
1934,Shakespeare in Love,en
110643,Mass Appeal,en
11881,Miracle on 34th Street,en
13764,Santa Claus: The Movie,en
24951,Prancer,fr
8879,Pale Rider,en
1369,Rambo: First Blood Part II,en
1368,First Blood,en
1370,Rambo III,en
10303,The Jewel of the Nile,en
9326,Romancing the Stone,en
10328,Cocoon,en
11285,Cocoon: The Return,en
1367,Rocky II,en
1371,Rocky III,en
1374,Rocky IV,en
1375,Rocky V,en
15196,Clue,en
11904,Young Sherlock Holmes,en
215875,Violets Are Blue,en
15596,Back to School,en
13818,Heartburn,en
29968,Nothing in Common,en
44326,Extremities,en
1885,The Karate Kid,en
8856,The Karate Kid Part II,en
10495,The Karate Kid Part III,en
5825,National Lampoon's Christmas Vacation,en
9489,You've Got Mail,en
16885,The General,en
76857,The Theory of Flight,en
8741,The Thin Red Line,en
9276,The Faculty,en
9822,Mighty Joe Young,en
39314,Mighty Joe Young,en
10312,Patch Adams,en
9441,Stepmom,en
9422,A Civil Action,pt
125582,Down in the Delta,en
24525,Hurlyburly,en
10368,Tea with Mussolini,en
11365,Wilde,en
140897,Outside Ozona,en
31662,Affliction,en
36136,Another Day in Paradise,en
1363,The Hi-Lo Country,en
46992,Hilary and Jackie,en
825,Playing by Heart,en
22913,24 7: Twenty Four Seven,en
15556,At First Sight,en
28902,In Dreams,en
14709,Varsity Blues,en
9423,Virus,en
14443,The Garbage Pail Kids Movie,en
10658,Howard the Duck,en
6917,The Gate,en
40729,The Gate II: Trespassers,en
24086,The Boy Who Could Fly,en
11815,The Fly,en
9426,The Fly,en
10344,The Fly II,en
15698,Running Scared,en
2620,Armed and Dangerous,en
30497,The Texas Chain Saw Massacre,en
16337,The Texas Chainsaw Massacre 2,en
25018,Leatherface: Texas Chainsaw Massacre III,en
16780,Texas Chainsaw Massacre: The Next Generation,en
12151,Ruthless People,en
25438,Trick or Treat,en
33278,Deadly Friend,en
274253,Belizaire the Cajun,en
192,The Name of the Rose,en
10945,Jumpin' Jack Flash,en
10013,Peggy Sue Got Married,en
9671,Crocodile Dundee,en
9396,Crocodile Dundee II,en
11038,Tough Guys,en
12278,Soul Man,en
11873,The Color of Money,en
18588,52 Pick-Up,en
10015,Heartbreak Ridge,en
12715,Firewalker,en
8388,¡Three Amigos!,en
45712,Gloria,en
6187,Nettoyage à sec,fr
8129,My Name Is Joe,en
1618,Still Crazy,en
10722,El día de la bestia,es
296543,Tinseltown,en
10314,She's All That,en
125548,The 24 Hour Woman,en
47139,Blood Guts Bullets and Octane,en
11167,Peeping Tom,en
170187,Spanish Fly,en
2112,Payback,en
16172,Simply Irresistible,en
111794,20 Dates,en
9524,Comedian Harmonists,de
20595,The Last Days,en
16306,La planète sauvage,fr
11622,Blast from the Past,en
10207,Message in a Bottle,en
9849,My Favorite Martian,en
82865,God Said 'Ha!',en
18892,Jawbreaker,en
13466,October Sky,en
1542,Office Space,en
15256,200 Cigarettes,en
8224,8MM,en
18417,The Other Sister,en
12479,Breakfast of Champions,en
15031,The Breaks,en
15209,Eight Days a Week,en
26425,Just the Ticket,en
1847,The Long Goodbye,en
42113,楢山節考,ja
8913,Pet Sematary,en
10906,Pet Sematary II,en
25748,Children of the Corn II: The Final Sacrifice,en
25749,Children of the Corn III: Urban Harvest,en
8769,Christine,en
14742,Night Shift,en
15856,House on Haunted Hill,en
10671,Airport,en
27932,Airport 1975,en
7227,Airport '77,en
10670,Rollercoaster,en
5919,The Towering Inferno,en
33518,Alligator,en
40160,Meteor,en
2362,Westworld,en
10803,Logan's Run,en
871,Planet of the Apes,en
1685,Beneath the Planet of the Apes,en
1705,Battle for the Planet of the Apes,en
1688,Conquest of the Planet of the Apes,en
1687,Escape from the Planet of the Apes,en
166680,Avalanche,en
11123,Earthquake,en
29723,The Concorde... Airport '79,en
31638,Beyond the Poseidon Adventure,en
113286,The Dancemaker,en
9535,Analyze This,en
9455,The Corruptor,en
796,Cruel Intentions,en
100,Lock Stock and Two Smoking Barrels,en
47501,Six Ways to Sunday,en
77936,L'école de la chair,fr
84586,Relax... It's Just Sex,en
30943,The Deep End of the Ocean,en
107946,Harvest,en
7341,The Rage: Carrie 2,en
10350,Wing Commander,en
11772,The Haunting,en
9540,Dead Ringers,en
31503,My Boyfriend's Back,en
11773,Village of the Damned,en
30202,Children of the Damned,en
22345,Baby Geniuses,en
53685,Telling You,en
1567,Seul contre tous,fr
1641,Forces of Nature,en
47288,The King and I,en
10212,Ravenous,en
10354,True Crime,en
11526,Bandits,de
8583,Dangerous Beauty,en
123728,The Empty Mirror,en
16520,The King and I,en
16508,Doug's 1st Movie,en
11374,Edtv,en
16379,The Mod Squad,en
125123,Among Giants,en
28029,A Walk on the Moon,en
603,The Matrix,en
4951,10 Things I Hate About You,en
65749,Tango no me dejes nunca,es
8970,The Out-of-Towners,en
9840,La vie rêvée des anges,fr
186705,Love etc.,fr
30950,Metroland,en
70687,The Sticky Fingers of Time,en
11660,Following,en
9430,Go,en
11355,Never Been Kissed,en
18764,双龙会,cn
9465,Cookie's Fortune,en
27455,Foolish,en
1414,Los amantes del círculo polar,es
49981,Goodbye Lover,en
6522,Life,en
114719,Friends & Lovers,en
10209,Hideous Kinky,en
25512,Jeanne et le garçon formidable,fr
143299,The Joyriders,en
22826,Il mostro,it
1902,Abre los ojos,es
445590,Fotoamator,pl
6396,SLC Punk,en
39964,Lost & Found,en
12596,Pushing Tin,en
9451,Election,en
1946,eXistenZ,en
89522,A Little Bit of Soul,en
42230,猩猩王,zh
139445,Nô,en
74140,Let It Come Down: The Life of Paul Bowles,en
1844,Entrapment,en
6552,Idle Hands,en
24584,Get Real,en
213985,Heaven,en
25471,变脸,zh
4154,Three Seasons,en
28519,The Winslow Boy,en
3309,Mildred Pierce,en
18462,Night of the Comet,en
28941,Chopping Mall,en
18252,My Science Project,en
8592,Dick Tracy,en
564,The Mummy,en
13852,The Castle,en
140519,Mascara,en
25232,This Is My Father,en
33194,Tian yu,zh
10210,A Midsummer Night's Dream,en
53862,Trippin',en
17962,ワンダフルライフ,ja
9460,黑侠,cn
4927,Edge of Seventeen,en
122190,Endurance,en
1893,Star Wars: Episode I - The Phantom Menace,en
31342,The Love Letter,en
44297,L'assedio,en
95627,Frogs for Snakes,en
8785,Rekopis znaleziony w Saragossie,pl
15849,The Mummy,en
18990,The Mummy,en
29242,The Mummy's Curse,en
29243,The Mummy's Ghost,en
31498,The Mummy's Hand,en
29239,The Mummy's Tomb,en
15660,Mommie Dearest,en
1924,Superman,en
8536,Superman II,en
9531,Superman III,en
11411,Superman IV: The Quest for Peace,en
138,Dracula,en
30793,House of Dracula,en
3103,House of Frankenstein,en
3035,Frankenstein,en
3077,Son of Frankenstein,en
3074,The Ghost of Frankenstein,en
3076,Frankenstein Meets the Wolf Man,en
3079,The Curse of Frankenstein,en
32023,Son of Dracula,en
13666,The Wolf Man,en
29794,Howling II: Stirba - Werewolf Bitch,en
9077,Tarantula,en
36685,The Rocky Horror Picture Show,en
43391,The Flying Saucer,en
30168,It Came from Hollywood,en
10785,The Thing from Another World,en
19483,It Came from Outer Space,en
8974,The War of the Worlds,en
29959,It Came from Beneath the Sea,en
11549,Invasion of the Body Snatchers,en
18158,Earth vs. the Flying Saucers,en
27625,It Conquered the World,en
41516,The Mole People,en
17918,Swamp Thing,en
37305,Pork Chop Hill,en
18784,Run Silent Run Deep,en
509,Notting Hill,en
1090,The Thirteenth Floor,en
24858,Μια αιωνιότητα και μια μέρα,el
15059,The Loss of Sexual Innocence,en
55912,The Man with Rain in His Shoes,en
12117,Instinct,en
11779,Buena Vista Social Club,en
41730,Desert Blue,en
84198,A Place at the Table,en
100568,Floating,en
13533,Free Enterprise,en
62676,Limbo,en
817,Austin Powers: The Spy Who Shagged Me,en
265966,Promise Her Anything,en
91598,Le nain rouge,en
14283,The Red Violin,en
37135,Tarzan,en
2275,The General's Daughter,en
68426,Get Bruce!,en
24137,An Ideal Husband,en
10376,La leggenda del pianista sull'oceano,it
104,Lola rennt,de
15800,Trekkies,en
9032,Big Daddy,en
13821,The Boys,en
9421,Le Dîner de cons,fr
55955,My Son the Fanatic,en
67067,Zone 39,en
6488,Arachnophobia,en
9473,South Park: Bigger Longer & Uncut,en
8487,Wild Wild West,en
10279,Summer of Sam,en
125263,Broken Vessels,en
2767,Les Amants du Pont-Neuf,fr
78568,Fin août début septembre,fr
2105,American Pie,en
1073,Arlington Road,en
10239,Conte d'automne,fr
10208,Muppets from Space,en
2667,The Blair Witch Project,en
48958,My Life So Far,en
345,Eyes Wide Shut,en
9825,Lake Placid,en
16158,The Wood,en
133575,The Velocity of Gary,en
620,Ghostbusters,en
2978,Ghostbusters II,en
10490,Drop Dead Gorgeous,en
11618,The Haunting,en
332,Inspector Gadget,en
1812,Trick,en
8914,Deep Blue Sea,en
9824,Mystery Men,en
4806,Runaway Bride,en
33430,Twin Falls Idaho,en
247,The Killing,en
10056,Killer's Kiss,en
967,Spartacus,en
802,Lolita,en
3175,Barry Lyndon,en
147,Les Quatre Cents Coups,fr
1628,Jules et Jim,fr
21185,Vibes,en
11120,The Mosquito Coast,en
10136,The Golden Child,en
32060,Brighton Beach Memoirs,en
48686,Assassination,en
48259,Crimes of the Heart,en
873,The Color Purple,en
48660,The Kindred,en
26789,No Mercy,en
3934,Tenue de soirée,fr
108312,Native Son,en
198469,Otello,en
11416,The Mission,en
10776,Little Shop of Horrors,en
24452,The Little Shop of Horrors,en
9710,Allan Quatermain and the Lost City of Gold,en
31924,The Morning After,en
30890,Radio Days,en
24081,From the Hip,en
20242,Outrageous Fortune,en
39074,The Bedroom Window,en
66194,Deadtime Stories,en
2115,Light of Day,en
23599,Wanted: Dead or Alive,en
3526,Frances,en
41166,Plenty,en
16406,Dick,en
197239,The Gambler,en
10386,The Iron Giant,en
745,The Sixth Sense,en
913,The Thomas Crown Affair,en
912,The Thomas Crown Affair,en
12229,The Acid House,en
67323,The Adventures of Sebastian Cole,en
91076,Illuminata,en
89861,Stiff Upper Lips,en
19457,The Yards,en
11353,Bowfinger,en
17707,Brokedown Palace,en
9781,Detroit Rock City,en
102489,Alice et Martin,fr
18212,Better Than Chocolate,en
13817,Head On,en
126996,Marcello Mastroianni: mi ricordo sì io mi ricordo,it
38715,Cobra,en
48781,Never Talk to Strangers,en
12185,Heaven Can Wait,en
29056,The Raven,en
26857,The Tingler,en
28501,The Pit and the Pendulum,en
29030,The Tomb of Ligeia,en
25319,The Masque of the Red Death,en
29074,Tales of Terror,en
24103,Haunted Honeymoon,en
10552,Cat's Eye,en
9267,And Now for Something Completely Different,en
10766,Damien: Omen II,en
10768,Omen III: The Final Conflict,en
813,Airplane!,en
2665,Airplane II: The Sequel,en
9406,An American Werewolf in Paris,en
11418,National Lampoon’s European Vacation,en
11153,National Lampoon's Vacation,en
14170,Funny Farm,en
2280,Big,en
11077,Problem Child,en
28597,Problem Child 2,en
22611,Little Nemo: Adventures In Slumberland,en
39780,Oscar and Lucinda,en
10396,Tequila Sunrise,en
9944,The Pelican Brief,en
850,A Christmas Story,en
10154,Mickey Blue Eyes,en
10342,Teaching Mrs. Tingle,en
10366,Universal Soldier: The Return,en
9349,Universal Soldier,en
15122,Love Stinks,en
10494,パーフェクトブルー,ja
126152,With Friends Like These...,en
22314,In Too Deep,en
51679,The Source,en
35813,The Bat,en
11037,Iron Eagle,en
11955,Iron Eagle II,en
2038,Iron Eagle III,en
28737,Iron Eagle IV,en
11963,Three Days of the Condor,en
141489,Hamlet from the Lunt-Fontanne Theatre,en
53761,Male and Female,en
9096,Medicine Man,en
91893,Die Spinnen 1. Teil - Der Goldene See,en
113273,On the Ropes,en
103793,Rosie,nl
1911,The 13th Warrior,en
2900,The Astronaut's Wife,en
17709,Dudley Do-Right,en
37718,The Muse,en
47144,Bure baruta,sr
104896,A Dog Of Flanders,en
30964,The Lost Son,en
52366,Lucie Aubrac,fr
6373,Martha – Meet Frank Daniel and Laurence,en
2162,Chill Factor,en
14578,Outside Providence,en
40694,Bedrooms and Hallways,en
4338,I Woke Up Early The Day I Died,en
49184,West Beyrouth,en
10307,Stigmata,en
11601,Stir of Echoes,en
18621,Best Laid Plans,en
1075,Crna mačka beli mačor,sr
21719,The Minus Man,en
40879,Whiteboyz,en
47951,Koneko monogatari,ja
43832,Only Angels Have Wings,en
47697,Othello,en
49792,Queens Logic,en
77064,Public Access,en
26522,A Soldier's Story,en
23761,Alice Sweet Alice,en
24097,Don't Look in the Basement,en
42114,Nightmares,en
28295,I Saw What You Did,en
12105,Yellow Submarine,en
14,American Beauty,en
24128,Stop Making Sense,en
11001,Blue Streak,en
10390,For Love of the Game,en
9453,Caligola,en
704,A Hard Day's Night,en
35122,Splendor,en
142132,Sugar Town,en
24153,The Buddy Holly Story,en
11797,Fright Night,en
18086,Fright Night Part 2,en
124475,La séparation,en
17887,Barefoot in the Park,en
10669,Deliverance,en
11527,Excalibur,en
42848,Lulu on the Bridge,en
40867,The Pajama Game,en
1049,Sommersby,en
28032,Thumbelina,en
11326,Tommy,en
28377,Hell Night,en
10975,飛鷹計劃,cn
10974,龍兄虎弟,cn
10398,Double Jeopardy,en
2290,Jakob the Liar,en
24071,Mumford,en
62994,Dog Park,en
60994,Guinevere,en
16112,The Adventures of Elmo in Grouchland,en
32305,Simon Sez,en
14429,Drive Me Crazy,en
15198,Mystery Alaska,en
6415,Three Kings,en
24066,Happy Texas,en
21430,New Rose Hotel,en
10381,Plunkett & MacLeane,en
171982,Romance,en
42486,Napoleon and Samantha,en
60285,Alvarez Kelly,en
5622,E la nave va,it
10349,The Dark Half,en
42518,Gulliver's Travels,en
29787,Monkey Shines,en
9638,Phantasm,en
10576,Psycho II,en
12662,Psycho III,en
61369,Rain,en
11712,椿三十郎,ja
12618,Random Hearts,en
13824,Superstar,en
226,Boys Don't Cry,en
288772,Five Wives Three Secretaries and Me,en
55107,L'ennui,fr
69851,El abuelo,es
10388,The Limey,en
17198,The Mating Habits of the Earthbound Human,en
44857,Molly,en
9346,Risky Business,en
861,Total Recall,en
14412,Body Heat,en
9377,Ferris Bueller's Day Off,en
11541,The Year of Living Dangerously,en
2457,Les Enfants du Paradis,fr
11901,High Plains Drifter,en
4929,Hang 'em High,en
85325,Citizen's Band,en
11230,醉拳,cn
8416,Il conformista,it
11054,Hairspray,en
851,Brief Encounter,en
24453,The Razor's Edge,en
18254,Reds,en
56235,Return with Honor,en
20123,Dom za vešanje,sh
16642,Days of Heaven,en
2593,Le Feu Follet,fr
42020,El amor brujo,es
3086,The Lady Eve,en
16305,Sullivan's Travels,en
32255,The Palm Beach Story,en
48797,Hombre mirando al sudeste,es
19997,Niagara,en
3767,Gilda,en
17352,South Pacific,en
535,Flashdance,en
2731,Indochine,fr
